Layer,Entity Type,Linear (m),Area (m²),Count,Material Tag,Material Key,Partition Ref,Start X,Start Y,End X,End Y,Radius
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CURT,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-GLAZ-CWMG,INSERT,0.0,0.0,1,,,,,,,,
A-DETL,LINE,1.65,0.0,1,,,,158942.2494633738,463220.1876363794,160406.9633922616,463970.1876363794,
A-DETL,LINE,1.65,0.0,1,,,,158942.2494633739,463970.1876363794,160406.9633922616,463220.1876363794,
A-DETL,LINE,0.53,0.0,1,,,,153987.749393952,464817.8106227943,153748.7493939521,464339.8106227943,
A-DETL,LINE,0.53,0.0,1,,,,153748.749393952,464839.8106227943,153987.749393952,464361.8106227943,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
A-GENM,INSERT,0.0,0.0,1,,,,,,,,
S-COLS,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,2.97,0.0,1,,,,152840.6457821717,483035.1875993426,152840.6457821717,480063.1876466387,
I-WALL,LINE,2.97,0.0,1,,,,153016.6457821717,480063.1876466387,153016.6457821717,483035.1875993426,
I-WALL,LINE,0.18,0.0,1,,,,153016.6457821717,483035.1875993426,152840.6457821717,483035.1875993426,
I-WALL,LINE,1.21,0.0,1,,,,152696.7493985585,478958.926463576,152696.7493985585,477751.6365607638,
I-WALL,LINE,0.23,0.0,1,,,,152696.7493985585,477671.6365607638,152696.7493985585,477442.4264597005,
I-WALL,LINE,0.23,0.0,1,,,,153162.7493985585,477442.4264597005,153162.7493985585,477671.635127776,
I-WALL,LINE,1.21,0.0,1,,,,153162.7493985585,477751.635127776,153162.7493985585,478958.9250354372,
I-WALL,LINE,0.06,0.0,1,,,,153162.7493985585,479010.4264672279,153104.7494065987,479010.4264672279,
I-WALL,LINE,1.8,0.0,1,,,,152027.749398824,477306.4264597005,153827.749400468,477306.4264597005,
I-WALL,LINE,0.18,0.0,1,,,,153963.749400468,477261.4264597005,153963.749400468,477442.4264597005,
I-WALL,LINE,0.8,0.0,1,,,,153963.749400468,477442.4264597005,153162.7493985585,477442.4264597005,
I-WALL,LINE,0.8,0.0,1,,,,152696.7493985585,477442.4264597005,151891.749398824,477442.4264597005,
I-WALL,LINE,0.04,0.0,1,,,,153827.749400468,477306.4264597005,153827.749400468,477261.4264597005,
I-WALL,LINE,0.57,0.0,1,,,,153827.749400468,476251.4264597005,153827.749400468,475677.681577249,
I-WALL,LINE,0.57,0.0,1,,,,153963.749400468,475677.681577249,153963.749400468,476251.4264597005,
I-WALL,LINE,1.21,0.0,1,,,,153352.24953559,473930.180606396,153352.24953559,472723.0683105056,
I-WALL,LINE,1.14,0.0,1,,,,153488.24953559,472787.5683105056,153488.24953559,473930.180606396,
I-WALL,LINE,0.06,0.0,1,,,,153488.24953559,473930.180606396,153432.24953559,473930.180606396,
I-WALL,LINE,0.09,0.0,1,,,,153488.24953559,470191.4172915459,153488.24953559,470283.0683105881,
I-WALL,LINE,3.01,0.0,1,,,,153352.24953559,469181.4172915459,153352.24953559,466175.8105979119,
I-WALL,LINE,2.11,0.0,1,,,,153488.24953559,466520.8105979119,153488.24953559,468630.8105979125,
I-WALL,LINE,0.47,0.0,1,,,,153488.24953559,468710.8105979125,153488.24953559,469181.4172915459,
I-WALL,LINE,0.08,0.0,1,,,,151891.749398824,477339.426464787,151891.749398824,477261.4264597005,
I-WALL,LINE,0.04,0.0,1,,,,152027.749398824,477261.4264597005,152027.749398824,477306.4264597005,
I-WALL,LINE,0.03,0.0,1,,,,151891.749398824,476251.4264597005,151891.749398824,476225.3836742035,
I-WALL,LINE,0.14,0.0,1,,,,151891.749398824,476225.3836742035,152027.749398824,476225.3836742035,
I-WALL,LINE,0.03,0.0,1,,,,152027.749398824,476225.3836742035,152027.749398824,476251.4264597005,
I-WALL,LINE,1.09,0.0,1,,,,152016.2495357152,473940.1806007848,152016.2495357151,472845.3836731237,
I-WALL,LINE,0.24,0.0,1,,,,152016.2495357152,472765.3836731237,152016.2495357152,472528.1806063961,
I-WALL,LINE,1.41,0.0,1,,,,152152.2495357152,472528.1806063961,152152.2495357152,473940.1806007848,
I-WALL,LINE,0.06,0.0,1,,,,152072.2495357151,473940.1806007848,152016.2495357152,473940.1806007848,
I-WALL,LINE,2.07,0.0,1,,,,152016.2495357151,471518.1806063961,152016.2495357151,469449.3800528931,
I-WALL,LINE,2.07,0.0,1,,,,152152.2495357151,469449.3800528931,152152.2495357151,471518.1806063961,
I-WALL,LINE,1.2,0.0,1,,,,152016.2495357151,464405.1876367969,152016.2495357151,463205.1876373776,
I-WALL,LINE,1.2,0.0,1,,,,152152.2495357151,463205.1876373776,152152.2495357151,464405.1876367969,
I-WALL,LINE,0.24,0.0,1,,,,152394.1991625243,454415.8106225778,152152.2495357151,454415.8106225778,
I-WALL,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,2.17,0.0,1,,,,152016.2495357151,462893.1876344715,149844.2495357151,462893.1876344715,
I-WALL,LINE,0.18,0.0,1,,,,149844.2495357151,462893.1876344715,149844.2495357151,462717.1876344714,
I-WALL,LINE,1.36,0.0,1,,,,149844.2495357151,462717.1876344714,151204.2495357151,462717.1876344714,
I-WALL,LINE,0.73,0.0,1,,,,151284.2495357151,462717.1876344714,152016.2495357151,462717.1876344714,
I-WALL,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,2.01,0.0,1,,,,154791.5827659296,454080.2473549039,154791.5827659296,452073.4662714076,
I-WALL,LINE,0.99,0.0,1,,,,154791.5827659296,451970.4662714075,154791.5827659296,450981.8126227426,
I-WALL,LINE,0.18,0.0,1,,,,154791.5827659296,450981.8126227426,154967.5827659296,450981.8126227426,
I-WALL,LINE,0.03,0.0,1,,,,154967.5827659296,451708.6073549037,154967.5827659296,451738.6073549037,
I-WALL,LINE,1.23,0.0,1,,,,154967.5827659297,451818.6073549037,154967.5827659296,453050.6073549038,
I-WALL,LINE,0.76,0.0,1,,,,152027.749398824,476225.3836741567,151267.7493999373,476225.3836741567,
I-WALL,LINE,0.51,0.0,1,,,,151392.7493999373,476100.3836741567,151902.749398824,476100.3836741567,
I-WALL,LINE,2.3,0.0,1,,,,151267.7493999373,476225.3836741567,151267.7493999373,473930.180606396,
I-WALL,LINE,2.17,0.0,1,,,,151392.7493999373,473930.180606396,151392.7493999373,476100.3836741567,
I-WALL,LINE,0.24,0.0,1,,,,151902.749398824,476100.3836741567,151902.749398824,475856.1735705512,
I-WALL,LINE,0.05,0.0,1,,,,151977.749398825,475856.1735705512,152027.749398824,475856.1735705512,
I-WALL,LINE,0.37,0.0,1,,,,152027.749398824,475856.1735705512,152027.749398824,476225.3836741567,
I-WALL,LINE,0.62,0.0,1,,,,151902.749398824,474546.1735705513,151902.749398824,473930.180606396,
I-WALL,LINE,0.03,0.0,1,,,,152002.2493985583,473930.180606396,152027.749398824,473930.180606396,
I-WALL,LINE,0.28,0.0,1,,,,152027.749398824,473930.180606396,152027.749398824,474210.7965268977,
I-WALL,LINE,0.26,0.0,1,,,,152027.749398824,474290.7965268977,152027.749398824,474546.1735705513,
I-WALL,LINE,0.05,0.0,1,,,,152027.749398824,474546.1735705513,151977.749398825,474546.1735705513,
I-WALL,LINE,1.18,0.0,1,,,,151902.749398824,474611.1735705513,151902.749398824,475791.1735705513,
I-WALL,LINE,0.04,0.0,1,,,,152027.749398824,475856.1735705512,152027.749398824,475814.1735705514,
I-WALL,LINE,0.01,0.0,1,,,,152027.749398824,475206.2496411293,152027.749398824,475196.0974999734,
I-WALL,LINE,0.04,0.0,1,,,,152027.749398824,474588.1735705513,152027.749398824,474546.1735705513,
I-WALL,LINE,1.75,0.0,1,,,,154816.7493978647,473930.180606396,154816.7493978647,475677.6801521463,
I-WALL,LINE,1.62,0.0,1,,,,154693.7493978647,475554.681577249,154693.7493978647,473930.180606396,
I-WALL,LINE,0.12,0.0,1,,,,154693.7493978647,473930.180606396,154816.7493978647,473930.180606396,
I-WALL,LINE,0.85,0.0,1,,,,154816.7493978647,475677.681577249,153963.749400468,475677.681577249,
I-WALL,LINE,0.74,0.0,1,,,,153950.749400468,475554.681577249,154693.7493978647,475554.681577249,
I-WALL,LINE,0.26,0.0,1,,,,153827.749400468,475677.681577249,153827.749400468,475415.8540520734,
I-WALL,LINE,0.14,0.0,1,,,,153950.749400468,475415.8540520734,153950.749400468,475554.681577249,
I-WALL,LINE,0.13,0.0,1,,,,153827.749400468,474415.8540520733,153827.749400468,474290.7965268977,
I-WALL,LINE,0.28,0.0,1,,,,153827.749400468,474210.7965268977,153827.749400468,473930.180606396,
I-WALL,LINE,0.12,0.0,1,,,,153827.749400468,473930.180606396,153950.749400468,473930.180606396,
I-WALL,LINE,0.49,0.0,1,,,,153950.749400468,473930.180606396,153950.749400468,474415.8540520733,
I-WALL,LINE,0.92,0.0,1,,,,153827.749400468,474455.8540520733,153827.749400468,475375.8540520734,
I-WALL,LINE,0.9,0.0,1,,,,153950.749400468,475368.8540520733,153950.749400468,474467.8540520733,
I-WALL,LINE,0.4,0.0,1,,,,153432.24953559,474210.7965268977,153827.749400468,474210.7965268977,
I-WALL,LINE,0.48,0.0,1,,,,153827.749400468,474290.7965268977,153352.24953559,474290.7965268977,
I-WALL,LINE,0.8,0.0,1,,,,151227.2495321436,465178.9606575684,152027.2495357151,465178.9606575684,
I-WALL,LINE,0.24,0.0,1,,,,152152.2495357151,465100.0821473367,152152.2495357152,465343.9606575683,
I-WALL,LINE,0.91,0.0,1,,,,152016.2495357152,465303.9606575684,151102.2495321436,465303.9606575684,
I-WALL,LINE,0.08,0.0,1,,,,152027.2495357151,465178.9606575684,152027.2495357151,465100.0821473367,
I-WALL,LINE,0.06,0.0,1,,,,152027.2495357151,464590.0821473367,152027.2495357152,464530.1876367969,
I-WALL,LINE,0.18,0.0,1,,,,152152.2495357151,464405.1876367969,152152.2495357151,464590.0821473367,
I-WALL,LINE,0.41,0.0,1,,,,152027.2495357151,464642.0821473366,152027.2495357151,465053.0821473366,
I-WALL,LINE,0.0,0.0,1,,,,152152.2495357151,465060.0821473367,152152.2495357151,465058.0821473367,
I-WALL,LINE,0.0,0.0,1,,,,152152.2495357151,464634.0496900072,152152.2495357151,464630.0821473367,
I-WALL,LINE,0.8,0.0,1,,,,152027.2495357151,464530.1876367969,151227.2495321436,464530.1876367969,
I-WALL,LINE,0.91,0.0,1,,,,151102.2495321436,464405.1876367969,152016.2495357151,464405.1876367969,
I-WALL,LINE,0.65,0.0,1,,,,151227.2495321436,464530.1876367969,151227.2495321436,465178.9606575684,
I-WALL,LINE,0.8,0.0,1,,,,151102.2495321436,465303.9606575684,151102.2495321436,464501.1516030651,
I-WALL,LINE,2.11,0.0,1,,,,154112.749393952,464413.1876360505,154112.7493939521,466520.8105979119,
I-WALL,LINE,1.28,0.0,1,,,,153987.749393952,466395.8105979119,153987.749393952,465115.8105979119,
I-WALL,LINE,0.67,0.0,1,,,,153987.749393952,464990.8105979119,153987.749393952,464320.8106227943,
I-WALL,LINE,0.13,0.0,1,,,,153987.749393952,464320.8106227943,154112.7493939521,464320.8106227943,
I-WALL,LINE,0.62,0.0,1,,,,154112.7493939521,466520.8105979119,153488.24953559,466520.8105979119,
I-WALL,LINE,0.51,0.0,1,,,,153477.24953559,466395.8105979119,153987.749393952,466395.8105979119,
I-WALL,LINE,0.22,0.0,1,,,,153477.24953559,466175.8105979119,153477.24953559,466395.8105979119,
I-WALL,LINE,0.38,0.0,1,,,,153352.24953559,465365.810597912,153352.24953559,464980.8106227943,
I-WALL,LINE,0.01,0.0,1,,,,153477.24953559,464980.8106227943,153477.24953559,464990.8105979119,
I-WALL,LINE,0.25,0.0,1,,,,153477.24953559,465115.8105979119,153477.24953559,465365.810597912,
I-WALL,LINE,0.15,0.0,1,,,,153352.24953559,464470.8106227943,153352.24953559,464320.8106227943,
I-WALL,LINE,0.07,0.0,1,,,,153402.2495355901,464320.8106227943,153477.24953559,464320.8106227943,
I-WALL,LINE,0.15,0.0,1,,,,153477.24953559,464320.8106227943,153477.24953559,464470.8106227943,
I-WALL,LINE,0.0,0.0,1,,,,153352.24953559,464510.8106227943,153352.24953559,464512.8106227943,
I-WALL,LINE,0.0,0.0,1,,,,153352.24953559,464936.8430801238,153352.24953559,464940.8106227943,
I-WALL,LINE,0.0,0.0,1,,,,153352.24953559,465405.8105979119,153352.24953559,465409.4491844822,
I-WALL,LINE,0.0,0.0,1,,,,153352.24953559,466133.8105979119,153352.24953559,466135.8105979119,
I-WALL,LINE,0.71,0.0,1,,,,153477.24953559,466128.810597912,153477.24953559,465417.8105979119,
I-WALL,LINE,0.41,0.0,1,,,,153477.24953559,464928.8106227943,153477.24953559,464517.8106227943,
I-WALL,LINE,0.89,0.0,1,,,,153488.24953559,470386.0683105881,153488.24953559,471275.0683105877,
I-WALL,LINE,1.14,0.0,1,,,,153352.24953559,471333.0683105877,153352.24953559,470191.4172915459,
I-WALL,LINE,1.89,0.0,1,,,,156808.3125345391,453173.6073549038,154914.5827659296,453173.6073549038,
I-WALL,LINE,0.23,0.0,1,,,,154967.5827659296,453050.6073549038,155200.4161434039,453050.6073549038,
I-WALL,LINE,1.55,0.0,1,,,,155280.4161434039,453050.6073549038,156828.3125345392,453050.6073549038,
I-WALL,LINE,0.78,0.0,1,,,,154914.5827659296,453173.6073549038,154914.5827659296,453957.2473549039,
I-WALL,LINE,0.41,0.0,1,,,,154914.5827659296,453957.2473549039,155327.0827659296,453957.2473549039,
I-WALL,LINE,0.4,0.0,1,,,,155327.0827659296,454080.2473549039,154927.5827659296,454080.2473549039,
I-WALL,LINE,0.48,0.0,1,,,,156327.0827659296,453957.2473549039,156808.3125345391,453957.2473549039,
I-WALL,LINE,0.6,0.0,1,,,,156931.3125345391,454080.2473549039,156327.0827659296,454080.2473549039,
I-WALL,LINE,0.9,0.0,1,,,,156280.0827659296,453957.2473549039,155379.0827659296,453957.2473549039,
I-WALL,LINE,0.92,0.0,1,,,,155367.0827659296,454080.2473549039,156287.0827659296,454080.2473549039,
I-WALL,LINE,1.83,0.0,1,,,,156931.3125345392,452250.3126227426,156931.3125345391,454080.2473549039,
I-WALL,LINE,0.78,0.0,1,,,,156808.3125345391,453957.2473549039,156808.3125345391,453173.6073549038,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,0.2,0.0,1,,,,154791.5827659296,454279.8106225778,154791.5827659296,454080.2473549039,
I-WALL,LINE,0.34,0.0,1,,,,154927.5827659296,454080.2473549039,154927.5827659296,454415.8106225778,
I-WALL,LINE,0.13,0.0,1,,,,156795.3125345391,455623.6876428747,156795.3125345391,455495.689701184,
I-WALL,LINE,0.13,0.0,1,,,,156931.3125345391,455495.689701184,156931.3125345391,455623.6876428747,
I-WALL,LINE,0.14,0.0,1,,,,156931.3125345391,455623.6876428747,156795.3125345391,455623.6876428747,
I-WALL,LINE,0.41,0.0,1,,,,156795.3125345391,454485.689701184,156795.3125345391,454080.2473549039,
I-WALL,LINE,0.41,0.0,1,,,,156931.3125345391,454080.2473549039,156931.3125345391,454485.689701184,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,1.39,0.0,1,,,,153352.24953559,472723.0683105056,153352.24953559,471333.0683105877,
I-WALL,LINE,1.33,0.0,1,,,,153488.24953559,471378.0683105877,153488.24953559,472707.5683105056,
I-WALL,LINE,1.23,0.0,1,,,,152016.2495357152,469449.3800528931,152016.2495357152,468219.880053828,
I-WALL,LINE,1.23,0.0,1,,,,152152.2495357152,468219.880053828,152152.2495357152,469449.3800528931,
I-WALL,LINE,0.17,0.0,1,,,,152016.2495357152,468219.880053828,152016.2495357152,468046.5358275335,
I-WALL,LINE,1.61,0.0,1,,,,152016.2495357152,467966.5358275335,152016.2495357152,466353.9606575684,
I-WALL,LINE,1.87,0.0,1,,,,152152.2495357152,466353.9606575684,152152.2495357152,468219.880053828,
I-WALL,LINE,0.04,0.0,1,,,,152016.2495357152,465343.9606575683,152016.2495357152,465303.9606575684,
I-WALL,LINE,0.31,0.0,1,,,,152016.2495357151,463205.1876373776,152016.2495357151,462893.1876344715,
I-WALL,LINE,0.24,0.0,1,,,,152016.2495357151,462717.1876344714,152016.2495357151,462481.1876351882,
I-WALL,LINE,0.78,0.0,1,,,,152152.2495357151,462420.6876560047,152152.2495357151,463205.1876373776,
I-WALL,LINE,1.22,0.0,1,,,,152016.2495357151,462420.6876560047,152016.2495357151,461197.6876344713,
