Layer,Entity Type,Linear (m),Area (m²),Count,Material Tag,Material Key,Partition Ref,Start X,Start Y,End X,End Y,Radius
I-WALL,LINE,0.14,0.0,1,,,,158155.1335334671,447114.810692238,158155.1335334671,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,158155.1335334671,446969.8738731061,158245.1335334671,446969.8738731061,
I-WALL,LINE,0.83,0.0,1,,,,159910.1335363003,447204.810692238,159077.6335366377,447204.810692238,
I-WALL,LINE,0.65,0.0,1,,,,159167.6335366377,447114.810692238,159820.1335363003,447114.810692238,
I-WALL,LINE,0.14,0.0,1,,,,159167.6335366377,446969.8738731061,159167.6335366377,447114.810692238,
I-WALL,LINE,0.23,0.0,1,,,,159077.6335366377,447204.810692238,159077.6335366377,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,159077.6335366377,446969.8738731061,159167.6335366377,446969.8738731061,
I-WALL,LINE,0.23,0.0,1,,,,159910.1335363003,446969.8738731061,159910.1335363003,447204.810692238,
I-WALL,LINE,0.14,0.0,1,,,,159820.1335363003,447114.810692238,159820.1335363003,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,159820.1335363003,446969.8738731061,159910.1335363003,446969.8738731061,
I-WALL,LINE,0.14,0.0,1,,,,160900.5351113274,449719.0310215804,160755.5351113275,449719.0310215804,
I-WALL,LINE,0.24,0.0,1,,,,160665.5351113274,449629.0310215804,160900.5351113274,449629.0310215804,
I-WALL,LINE,0.09,0.0,1,,,,160900.5351113274,449629.0310215804,160900.5351113274,449719.0310215804,
I-WALL,LINE,0.23,0.0,1,,,,160900.5351113274,451211.5310152638,160665.5351113275,451211.5310152638,
I-WALL,LINE,0.14,0.0,1,,,,160755.5351113275,451121.5310152638,160900.5351113274,451121.5310152638,
I-WALL,LINE,0.09,0.0,1,,,,160900.5351113274,451121.5310152638,160900.5351113274,451211.5310152638,
I-WALL,LINE,0.7,0.0,1,,,,160665.5351113275,451211.5310152638,160665.5351113275,450510.3106921837,
I-WALL,LINE,0.65,0.0,1,,,,160755.5351113275,450469.8106921837,160755.5351113275,451121.5310152638,
I-WALL,LINE,0.4,0.0,1,,,,160755.5351113275,449719.0310215804,160755.5351113275,450119.8106921837,
I-WALL,LINE,0.45,0.0,1,,,,160665.5351113274,450079.3106921837,160665.5351113274,449629.0310215804,
I-WALL,LINE,0.14,0.0,1,,,,160900.5351103383,452051.5309784753,160755.5351103383,452051.5309784753,
I-WALL,LINE,0.24,0.0,1,,,,160665.5351103383,451961.5309784753,160900.5351103383,451961.5309784753,
I-WALL,LINE,0.09,0.0,1,,,,160900.5351103383,451961.5309784753,160900.5351103383,452051.5309784753,
I-WALL,LINE,0.24,0.0,1,,,,160900.5351103383,453461.5309636134,160665.5351103383,453461.5309636134,
I-WALL,LINE,0.14,0.0,1,,,,160755.5351103383,453371.5309636134,160900.5351103383,453371.5309636134,
I-WALL,LINE,0.09,0.0,1,,,,160900.5351103383,453371.5309636134,160900.5351103383,453461.5309636134,
I-WALL,LINE,1.5,0.0,1,,,,160665.5351103383,453461.5309636134,160665.5351103383,451961.5309784753,
I-WALL,LINE,1.32,0.0,1,,,,160755.5351103383,452051.5309784753,160755.5351103383,453371.5309636134,
I-WALL,LINE,0.14,0.0,1,,,,160900.5350984621,454301.530962857,160755.5350984621,454301.530962857,
I-WALL,LINE,0.28,0.0,1,,,,160625.0350984621,454211.5309628569,160900.5350984621,454211.5309628569,
I-WALL,LINE,0.09,0.0,1,,,,160900.5350984621,454211.5309628569,160900.5350984621,454301.530962857,
I-WALL,LINE,1.28,0.0,1,,,,160755.5350984621,454301.530962857,160755.5350984621,455577.1876428747,
I-WALL,LINE,0.22,0.0,1,,,,160665.5350984621,455577.1876428747,160665.5350984621,455360.1876428746,
I-WALL,LINE,1.07,0.0,1,,,,160665.5350984621,455280.1876428746,160665.5350984621,454211.5309628569,
I-WALL,LINE,4.04,0.0,1,,,,160900.5350984621,455670.1876428747,156863.3125345391,455670.1876428747,
I-WALL,LINE,0.09,0.0,1,,,,156863.3125345391,455670.1876428747,156863.3125345391,455577.1876428747,
I-WALL,LINE,3.03,0.0,1,,,,156863.3125345391,455577.1876428747,159897.2493986638,455577.1876428747,
I-WALL,LINE,0.92,0.0,1,,,,159977.2493986638,455577.1876428747,160900.5350984621,455577.1876428747,
I-WALL,LINE,0.09,0.0,1,,,,160900.5350984621,455577.1876428747,160900.5350984621,455670.1876428747,
I-WALL,LINE,0.86,0.0,1,,,,155212.9161434039,450883.3126227426,155212.9161434039,451738.6073549037,
I-WALL,LINE,0.86,0.0,1,,,,155280.4161434039,451738.6073549037,155280.4161434039,450883.3126227426,
I-WALL,LINE,0.9,0.0,1,,,,156828.3125345392,453050.6073549038,156828.3125345392,452147.3126227425,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,0.71,0.0,1,,,,154791.5827659296,447755.2697493025,154076.7493987838,447755.2697493025,
I-WALL,LINE,0.12,0.0,1,,,,154117.2493987838,447714.7697493025,154242.2493987218,447714.7697493025,
I-WALL,LINE,0.2,0.0,1,,,,154592.2493987217,447714.7697493025,154791.5827659296,447714.7697493025,
I-WALL,LINE,0.04,0.0,1,,,,154791.5827659296,447714.7697493025,154791.5827659296,447755.2697493025,
I-WALL,LINE,0.55,0.0,1,,,,154076.7493987838,447755.2697493025,154076.7493987838,447204.810692238,
I-WALL,LINE,0.6,0.0,1,,,,154117.2493987838,447114.810692238,154117.2493987838,447714.7697493025,
I-WALL,LINE,0.74,0.0,1,,,,150664.2493871602,456285.1876728818,150664.2493871602,455548.15163915,
I-WALL,LINE,1.29,0.0,1,,,,150664.2493871602,455468.1516391499,150664.2493871602,454181.6876753771,
I-WALL,LINE,2.21,0.0,1,,,,150767.2493871602,454078.6876753771,150767.2493871602,456285.1876728818,
I-WALL,LINE,1.51,0.0,1,,,,150664.2493871602,454181.6876753771,149159.2493871602,454181.6876753771,
I-WALL,LINE,0.0,0.0,1,,,,149056.2493871602,454181.6876753771,149053.7493871602,454181.6876753771,
I-WALL,LINE,1.61,0.0,1,,,,149053.7493871602,454078.6876753771,150664.2493871602,454078.6876753771,
I-WALL,LINE,0.14,0.0,1,,,,149159.2493871602,454181.6876753771,149159.2493871602,454325.1876753771,
I-WALL,LINE,0.14,0.0,1,,,,149056.2493871602,454325.1876753771,149056.2493871602,454181.6876753771,
I-WALL,LINE,0.95,0.0,1,,,,149159.2493871602,455335.1876753771,149159.2493871602,456285.1876728818,
I-WALL,LINE,0.95,0.0,1,,,,149056.2493871602,456285.1876728818,149056.2493871602,455335.1876753771,
I-WALL,LINE,0.22,0.0,1,,,,150664.2493871602,455548.1516391499,150442.7493871602,455548.1516391499,
I-WALL,LINE,0.3,0.0,1,,,,150362.7493871602,455468.1516391499,150664.2493871602,455468.1516391499,
I-WALL,LINE,0.74,0.0,1,,,,150442.7493871602,455548.1516391499,150442.7493871602,456285.1876728818,
I-WALL,LINE,0.82,0.0,1,,,,150362.7493871602,456285.1876728818,150362.7493871602,455468.1516391499,
I-WALL,LINE,0.8,0.0,1,,,,150664.2493871602,454078.6876753771,150664.2493871602,453281.6876742662,
I-WALL,LINE,0.9,0.0,1,,,,150767.2493871602,453178.6876742662,150767.2493871602,454078.6876753771,
I-WALL,LINE,0.18,0.0,1,,,,150664.2493871602,453281.6876742662,150484.7493876595,453281.6876742662,
I-WALL,LINE,0.28,0.0,1,,,,150484.7493876595,453178.6876742662,150767.2493871602,453178.6876742662,
I-WALL,LINE,0.18,0.0,1,,,,149149.7493876595,453281.6876742662,148967.2493881587,453281.6876742662,
I-WALL,LINE,0.06,0.0,1,,,,148864.2493881587,453281.6876742662,148802.6356349351,453281.6876742662,
I-WALL,LINE,0.35,0.0,1,,,,148802.6356349351,453178.6876742662,149149.7493876595,453178.6876742662,
I-WALL,LINE,2.7,0.0,1,,,,147892.6356349351,453281.6876742662,145192.2493985585,453281.6876742662,
I-WALL,LINE,2.09,0.0,1,,,,145232.7493985585,453178.6876742662,147324.1356349351,453178.6876742662,
I-WALL,LINE,0.22,0.0,1,,,,147404.1356349351,453178.6876742662,147624.1356349351,453178.6876742662,
I-WALL,LINE,0.19,0.0,1,,,,147704.1356349351,453178.6876742662,147892.6356349351,453178.6876742662,
I-WALL,LINE,0.8,0.0,1,,,,148967.2493881587,453281.6876742662,148967.2493881587,454078.687675377,
I-WALL,LINE,0.9,0.0,1,,,,148864.2493881587,454181.687675377,148864.2493881587,453281.6876742662,
I-WALL,LINE,0.09,0.0,1,,,,148967.2493881587,454078.687675377,149053.7493871602,454078.687675377,
I-WALL,LINE,0.19,0.0,1,,,,149053.7493871602,454181.687675377,148864.2493881587,454181.687675377,
I-WALL,LINE,0.6,0.0,1,,,,147972.2493985584,447114.810692238,147972.2493985584,447714.7697538057,
I-WALL,LINE,0.55,0.0,1,,,,147931.7493985584,447755.2697538057,147931.7493985584,447204.810692238,
I-WALL,LINE,0.12,0.0,1,,,,147972.2493985584,447714.7697538057,148097.2493985584,447714.7697538057,
I-WALL,LINE,0.02,0.0,1,,,,148447.2493985584,447714.7697538057,148464.9993842753,447714.7697538057,
I-WALL,LINE,0.04,0.0,1,,,,148464.9993842753,447714.7697538057,148464.9993842753,447755.2697538057,
I-WALL,LINE,0.53,0.0,1,,,,148464.9993842753,447755.2697538057,147931.7493985584,447755.2697538057,
I-WALL,LINE,2.65,0.0,1,,,,148570.4993842753,447714.7697538057,148570.4993842753,450363.9004090197,
I-WALL,LINE,2.75,0.0,1,,,,148467.4993842753,450466.9004090197,148467.4993842753,447714.7697538057,
I-WALL,LINE,0.1,0.0,1,,,,148467.4993842753,447714.7697538057,148570.4993842753,447714.7697538057,
I-WALL,LINE,2.25,0.0,1,,,,150715.7493856991,450466.9004090197,148467.4993842753,450466.9004090197,
I-WALL,LINE,2.15,0.0,1,,,,148570.4993842753,450363.9004090197,150715.7493856991,450363.9004090197,
I-WALL,LINE,0.15,0.0,1,,,,150715.7493856991,450363.9004090196,150870.6106963694,450363.9004090196,
I-WALL,LINE,0.15,0.0,1,,,,150870.6106963694,450466.9004090196,150715.7493856991,450466.9004090196,
I-WALL,LINE,0.12,0.0,1,,,,151780.6106963694,450363.9004090196,151895.9720070397,450363.9004090196,
I-WALL,LINE,0.12,0.0,1,,,,151895.9720070397,450466.9004090196,151780.6106963694,450466.9004090196,
I-WALL,LINE,3.48,0.0,1,,,,151998.9720070397,447204.810692238,151998.9720070397,450685.3370183198,
I-WALL,LINE,0.22,0.0,1,,,,151895.9720070397,450685.3370183198,151895.9720070397,450466.9004090196,
I-WALL,LINE,3.16,0.0,1,,,,151895.9720070398,450363.9004090196,151895.9720070397,447204.810692238,
I-WALL,LINE,0.38,0.0,1,,,,151998.9720070397,451595.3370183199,151998.9720070397,451970.4662714074,
I-WALL,LINE,0.48,0.0,1,,,,151895.9720070397,452073.4662714074,151895.9720070397,451595.3370183199,
I-WALL,LINE,0.68,0.0,1,,,,151998.9720070397,451970.4662714074,152677.2494077979,451970.4662714074,
I-WALL,LINE,0.78,0.0,1,,,,152677.2494077979,452073.4662714074,151895.9720070397,452073.4662714074,
I-WALL,LINE,0.85,0.0,1,,,,154791.5827659296,452073.4662714075,153941.7494077979,452073.4662714075,
I-WALL,LINE,0.85,0.0,1,,,,153941.7494077979,451970.4662714075,154791.5827659296,451970.4662714075,
I-WALL,LINE,0.15,0.0,1,,,,152931.7494077979,452073.4662714075,152780.2494077979,452073.4662714075,
I-WALL,LINE,0.25,0.0,1,,,,152677.2494077979,451970.4662714075,152931.7494077979,451970.4662714075,
I-WALL,LINE,0.11,0.0,1,,,,152780.2494077979,452073.4662714075,152780.2494077979,452184.9662714075,
I-WALL,LINE,0.11,0.0,1,,,,152677.2494077979,452184.9662714075,152677.2494077979,452073.4662714075,
I-WALL,LINE,1.08,0.0,1,,,,152780.2494077979,453194.9662714075,152780.2494077979,454279.8106225778,
I-WALL,LINE,0.7,0.0,1,,,,152677.2494077979,453894.8106225778,152677.2494077979,453194.9662714075,
I-WALL,LINE,0.23,0.0,1,,,,154791.5827659296,453542.774588846,154564.7493888529,453542.7745888459,
I-WALL,LINE,0.31,0.0,1,,,,154484.7493888529,453462.774588846,154791.5827659296,453462.774588846,
I-WALL,LINE,0.74,0.0,1,,,,154564.7493888529,453542.774588846,154564.7493888529,454279.8106225778,
I-WALL,LINE,0.08,0.0,1,,,,154564.7493888529,454279.8106225778,154484.7493888529,454279.8106225778,
I-WALL,LINE,0.82,0.0,1,,,,154484.7493888529,454279.8106225778,154484.7493888529,453462.774588846,
I-WALL,LINE,0.55,0.0,1,,,,145192.2493985585,449954.3106921838,145742.7493985585,449954.3106921838,
I-WALL,LINE,0.6,0.0,1,,,,145702.2493985585,449994.8106921838,145102.2493985585,449994.8106921838,
I-WALL,LINE,0.68,0.0,1,,,,145742.7493985585,449954.3106921838,145742.7493985585,450635.3106921837,
I-WALL,LINE,0.12,0.0,1,,,,145702.2493985585,450594.8106921837,145702.2493985585,450470.1876727121,
I-WALL,LINE,0.13,0.0,1,,,,145702.2493985585,450120.1876727122,145702.2493985585,449994.8106921838,
I-WALL,LINE,0.55,0.0,1,,,,145742.7493985585,450635.3106921837,145192.2493985573,450635.3106921837,
I-WALL,LINE,0.04,0.0,1,,,,145192.2493985573,450635.3106921837,145192.2493985573,450594.8106921837,
I-WALL,LINE,0.51,0.0,1,,,,145192.2493985573,450594.8106921837,145702.2493985585,450594.8106921837,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
A-DOOR,INSERT,0.0,0.0,1,,,,,,,,
I-WALL,LINE,0.57,0.0,1,,,,145102.2493985584,456380.1876728817,145102.2493985584,455807.5308433069,
I-WALL,LINE,0.57,0.0,1,,,,145192.2493985584,455717.5308433069,145192.2493985584,456285.1876728817,
I-WALL,LINE,0.24,0.0,1,,,,144957.249398244,455717.5308433069,145192.2493985584,455717.5308433069,
I-WALL,LINE,0.15,0.0,1,,,,145102.2493985584,455807.5308433069,144957.249398244,455807.5308433069,
I-WALL,LINE,0.09,0.0,1,,,,144957.249398244,455807.5308433069,144957.249398244,455717.5308433069,
I-WALL,LINE,0.15,0.0,1,,,,144957.249398244,454871.5309376637,145102.2493985585,454871.5309376637,
I-WALL,LINE,0.24,0.0,1,,,,145192.2493985585,454961.5309376637,144957.249398244,454961.5309376637,
I-WALL,LINE,0.09,0.0,1,,,,144957.249398244,454961.5309376637,144957.249398244,454871.5309376637,
I-WALL,LINE,0.57,0.0,1,,,,145102.2493985585,454871.5309376637,145102.2493985585,454301.5309188661,
I-WALL,LINE,0.75,0.0,1,,,,145192.2493985585,454211.5309188661,145192.2493985585,454961.5309376637,
I-WALL,LINE,0.24,0.0,1,,,,144957.249398244,454211.5309188661,145192.2493985585,454211.5309188661,
I-WALL,LINE,0.15,0.0,1,,,,145102.2493985585,454301.5309188661,144957.249398244,454301.5309188661,
I-WALL,LINE,0.09,0.0,1,,,,144957.249398244,454301.5309188661,144957.249398244,454211.5309188661,
I-WALL,LINE,0.15,0.0,1,,,,144957.249398244,453371.5309248452,145102.2493985585,453371.5309248452,
I-WALL,LINE,0.18,0.0,1,,,,145192.2493985585,453281.6876742662,145192.2493985585,453461.5309248452,
I-WALL,LINE,0.24,0.0,1,,,,145192.2493985585,453461.5309248452,144957.249398244,453461.5309248452,
I-WALL,LINE,0.09,0.0,1,,,,144957.249398244,453461.5309248452,144957.249398244,453371.5309248452,
I-WALL,LINE,0.24,0.0,1,,,,144957.2493982441,449629.0309513984,145192.2493985585,449629.0309513984,
I-WALL,LINE,0.15,0.0,1,,,,145102.2493985585,449719.0309513985,144957.2493982441,449719.0309513985,
I-WALL,LINE,0.09,0.0,1,,,,144957.2493982441,449719.0309513985,144957.2493982441,449629.0309513984,
I-WALL,LINE,0.37,0.0,1,,,,145192.2493985585,449629.0309513984,145192.2493985585,449994.8106921838,
I-WALL,LINE,0.28,0.0,1,,,,145102.2493985585,449994.8106921838,145102.2493985585,449719.0309513985,
I-WALL,LINE,0.04,0.0,1,,,,145192.2493985586,450594.8106921838,145192.2493985585,450635.3106921837,
I-WALL,LINE,2.78,0.0,1,,,,145102.2493985585,453371.5309248452,145102.2493985586,450594.8106921838,
I-WALL,LINE,0.09,0.0,1,,,,145102.2493985586,450594.8106921838,145192.2493985586,450594.8106921838,
I-WALL,LINE,0.14,0.0,1,,,,146041.8904144774,446969.8738731063,146041.8904144774,447114.810692238,
I-WALL,LINE,0.23,0.0,1,,,,145951.8904144774,447204.810692238,145951.8904144774,446969.8738731063,
I-WALL,LINE,0.09,0.0,1,,,,145951.8904144774,446969.8738731063,146041.8904144774,446969.8738731063,
I-WALL,LINE,0.23,0.0,1,,,,146784.390417648,446969.8738731063,146784.390417648,447204.810692238,
I-WALL,LINE,0.14,0.0,1,,,,146694.390417648,447114.810692238,146694.390417648,446969.8738731063,
I-WALL,LINE,0.09,0.0,1,,,,146694.390417648,446969.8738731063,146784.390417648,446969.8738731063,
I-WALL,LINE,0.83,0.0,1,,,,146784.390417648,447204.810692238,145951.8904144774,447204.810692238,
I-WALL,LINE,0.65,0.0,1,,,,146041.8904144774,447114.810692238,146694.390417648,447114.810692238,
I-WALL,LINE,0.14,0.0,1,,,,147706.8904438364,446969.8738731061,147706.8904438364,447114.810692238,
I-WALL,LINE,0.23,0.0,1,,,,147616.8904438364,447204.810692238,147616.8904438364,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,147616.8904438364,446969.8738731061,147706.8904438364,446969.8738731061,
I-WALL,LINE,0.27,0.0,1,,,,147706.8904438364,447114.810692238,147972.2493985584,447114.810692238,
I-WALL,LINE,0.36,0.0,1,,,,147972.2493985584,447204.810692238,147616.8904438364,447204.810692238,
I-WALL,LINE,0.23,0.0,1,,,,149116.8904047492,446969.8738731063,149116.8904047492,447204.7697538057,
I-WALL,LINE,0.14,0.0,1,,,,149026.8904047492,447114.7697538057,149026.8904047492,446969.8738731063,
I-WALL,LINE,0.09,0.0,1,,,,149026.8904047492,446969.8738731063,149116.8904047492,446969.8738731063,
I-WALL,LINE,0.5,0.0,1,,,,149116.8904047492,447204.7697538057,148612.7493985584,447204.7697538057,
I-WALL,LINE,0.45,0.0,1,,,,148572.2493985584,447114.7697538057,149026.8904047492,447114.7697538057,
I-WALL,LINE,0.14,0.0,1,,,,150706.8903632473,446969.8738731061,150706.8903632473,447114.810692238,
I-WALL,LINE,0.23,0.0,1,,,,150616.8903632473,447204.810692238,150616.8903632473,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,150616.8903632473,446969.8738731061,150706.8903632473,446969.8738731061,
I-WALL,LINE,1.38,0.0,1,,,,150706.8903632473,447114.810692238,152091.5157551324,447114.810692238,
I-WALL,LINE,0.18,0.0,1,,,,152181.5157551324,447204.810692238,151998.9720070397,447204.810692238,
I-WALL,LINE,1.28,0.0,1,,,,151895.9720070397,447204.810692238,150616.8903632473,447204.810692238,
I-WALL,LINE,0.23,0.0,1,,,,152181.5157551324,446969.8738731063,152181.5157551324,447204.810692238,
I-WALL,LINE,0.14,0.0,1,,,,152091.5157551324,447114.810692238,152091.5157551324,446969.8738731063,
I-WALL,LINE,0.09,0.0,1,,,,152091.5157551324,446969.8738731063,152181.5157551324,446969.8738731063,
I-WALL,LINE,0.14,0.0,1,,,,153771.5157460777,446969.8738731061,153771.5157460777,447114.810692238,
I-WALL,LINE,0.23,0.0,1,,,,153681.5157460777,447204.810692238,153681.5157460777,446969.8738731061,
I-WALL,LINE,0.09,0.0,1,,,,153681.5157460777,446969.8738731061,153771.5157460777,446969.8738731061,
I-WALL,LINE,0.35,0.0,1,,,,153771.5157460777,447114.810692238,154117.2493987838,447114.810692238,
I-WALL,LINE,0.44,0.0,1,,,,154117.2493987838,447204.810692238,153681.5157460777,447204.810692238,
I-WALL,LINE,1.29,0.0,1,,,,150430.2493871602,455468.1516391499,150430.2493871602,454181.6876753771,
I-WALL,LINE,1.29,0.0,1,,,,150362.7493871602,454181.6876753771,150362.7493871602,455468.1516391499,
I-WALL,LINE,1.39,0.0,1,,,,154552.2493888529,453462.774588846,154552.2493888529,452073.4662714075,
I-WALL,LINE,1.39,0.0,1,,,,154484.7493888529,452073.4662714075,154484.7493888529,453462.774588846,
I-WALL,LINE,0.6,0.0,1,,,,147624.1356349351,453178.6876742662,147624.1356349351,452576.1876742662,
I-WALL,LINE,0.68,0.0,1,,,,147704.1356349351,452496.1876742662,147704.1356349351,453178.6876742662,
I-WALL,LINE,0.22,0.0,1,,,,147624.1356349351,452576.1876742662,147404.1356349351,452576.1876742661,
I-WALL,LINE,0.38,0.0,1,,,,147324.1356349351,452496.1876742662,147704.1356349351,452496.1876742662,
I-WALL,LINE,0.6,0.0,1,,,,147404.1356349351,452576.1876742662,147404.1356349351,453178.6876742662,
I-WALL,LINE,0.68,0.0,1,,,,147324.1356349351,453178.6876742662,147324.1356349351,452496.1876742662,
I-WALL,LINE,0.12,0.0,1,,,,148572.2493985583,447155.3106922379,148447.2493985584,447155.3106922379,
I-WALL,LINE,0.12,0.0,1,,,,148447.2493985584,447114.8106922379,148572.2493985583,447114.8106922379,
I-WALL,LINE,0.58,0.0,1,,,,148612.7493985584,447204.7697538057,148612.7493985584,447780.2697538056,
I-WALL,LINE,0.04,0.0,1,,,,148612.7493985584,447780.2697538056,148572.2493985584,447780.2697538056,
I-WALL,LINE,0.67,0.0,1,,,,148572.2493985584,447780.2697538056,148572.2493985584,447114.7697538057,
I-WALL,LINE,0.04,0.0,1,,,,148572.2493985584,447204.7697538057,148612.7493985584,447204.7697538057,
I-WALL,LINE,0.21,0.0,1,,,,153507.24953559,473539.680606396,153715.8214784646,473539.680606396,
I-WALL,LINE,1.2,0.0,1,,,,153795.8214784647,473539.680606396,155000.3214776831,473539.680606396,
I-WALL,LINE,5.56,0.0,1,,,,155103.3214776831,473539.680606396,160667.2493986881,473539.680606396,
I-WALL,LINE,7.25,0.0,1,,,,160757.2493986881,473580.180606396,153507.24953559,473580.180606396,
I-WALL,LINE,0.04,0.0,1,,,,153507.24953559,473580.180606396,153507.24953559,473539.680606396,
I-WALL,LINE,4.16,0.0,1,,,,160756.9633922616,464413.1876360505,156596.887513043,464413.1876360505,
I-WALL,LINE,0.21,0.0,1,,,,156493.887513043,464413.1876360504,156285.887513043,464413.1876360504,
I-WALL,LINE,0.03,0.0,1,,,,156205.887513043,464413.1876360504,156175.887513043,464413.1876360504,
I-WALL,LINE,0.03,0.0,1,,,,154952.7493939521,464413.1876360505,154922.7493939521,464413.1876360505,
I-WALL,LINE,0.73,0.0,1,,,,154842.7493939521,464413.1876360505,154112.749393952,464413.1876360505,
I-WALL,LINE,0.09,0.0,1,,,,154112.749393952,464413.1876360505,154112.749393952,464320.1876360505,
I-WALL,LINE,6.64,0.0,1,,,,154112.749393952,464320.1876360505,160756.9633922616,464320.1876360505,
I-WALL,LINE,0.09,0.0,1,,,,160756.9633922616,464320.1876360505,160756.9633922616,464413.1876360505,
I-WALL,LINE,0.73,0.0,1,,,,154112.7493939519,464630.8106227943,154842.7493939521,464630.8106227943,
I-WALL,LINE,0.81,0.0,1,,,,154922.7493939521,464710.8106227943,154112.7493939519,464710.8106227943,
I-WALL,LINE,0.08,0.0,1,,,,154112.7493939519,464710.8106227943,154112.7493939519,464630.8106227943,
I-WALL,LINE,0.22,0.0,1,,,,154842.7493939521,464630.8106227943,154842.7493939521,464413.1876360505,
I-WALL,LINE,0.3,0.0,1,,,,154922.7493939521,464413.1876360505,154922.7493939521,464710.8106227943,
I-WALL,LINE,0.89,0.0,1,,,,156596.887513043,464413.1876360505,156596.887513043,465299.8105979123,
I-WALL,LINE,0.89,0.0,1,,,,156493.887513043,465299.8105979123,156493.887513043,464413.1876360505,
I-WALL,LINE,0.21,0.0,1,,,,156596.887513043,466309.8105979123,156596.887513043,466518.3105979124,
I-WALL,LINE,0.11,0.0,1,,,,156493.8875130431,466415.3105979124,156493.887513043,466309.8105979123,
I-WALL,LINE,0.1,0.0,1,,,,156493.887513043,466518.3105979124,156392.3875130433,466518.3105979124,
I-WALL,LINE,0.1,0.0,1,,,,156392.3875130433,466415.3105979124,156493.887513043,466415.3105979124,
I-WALL,LINE,1.27,0.0,1,,,,155382.3875130433,466518.3105979124,154112.7493939522,466518.3105979124,
I-WALL,LINE,0.1,0.0,1,,,,154112.7493939522,466518.3105979124,154112.7493939522,466415.3105979124,
I-WALL,LINE,1.27,0.0,1,,,,154112.7493939522,466415.3105979124,155382.3875130433,466415.3105979124,
I-WALL,LINE,0.74,0.0,1,,,,156596.8875130432,466518.3105979124,156596.8875130432,467261.0358231565,
I-WALL,LINE,0.85,0.0,1,,,,156493.8875130432,467364.0358231566,156493.8875130432,466518.3105979124,
I-WALL,LINE,0.15,0.0,1,,,,156596.8875130432,467261.0358231565,156746.3875130431,467261.0358231565,
I-WALL,LINE,0.25,0.0,1,,,,156746.3875130431,467364.0358231566,156493.8875130432,467364.0358231566,
I-WALL,LINE,2.46,0.0,1,,,,157656.3875130431,467261.0358231565,160116.7493986881,467261.0358231565,
I-WALL,LINE,2.46,0.0,1,,,,160116.7493986881,467364.0358231566,157656.3875130431,467364.0358231566,
I-WALL,LINE,4.3,0.0,1,,,,160667.2493986881,470730.0306161351,156366.2495364901,470730.0306161351,
I-WALL,LINE,4.3,0.0,1,,,,156366.2495364901,470627.030616135,160667.2493986881,470627.030616135,
I-WALL,LINE,0.1,0.0,1,,,,155456.2495364901,470730.0306161351,155356.2495364901,470730.0306161351,
I-WALL,LINE,0.1,0.0,1,,,,155356.2495364901,470627.030616135,155456.2495364901,470627.030616135,
I-WALL,LINE,0.34,0.0,1,,,,155356.2495364901,470283.0683105881,155356.2495364901,470627.030616135,
I-WALL,LINE,0.65,0.0,1,,,,155356.2495364901,470730.0306161351,155356.2495364901,471378.0683105881,
I-WALL,LINE,0.89,0.0,1,,,,155253.2495364902,471275.0683105881,155253.2495364902,470386.0683105881,
I-WALL,LINE,0.25,0.0,1,,,,155356.2495364901,471378.0683105881,155103.3214776831,471378.0683105881,
I-WALL,LINE,0.15,0.0,1,,,,155103.3214776831,471275.0683105881,155253.2495364902,471275.0683105881,
I-WALL,LINE,0.19,0.0,1,,,,155253.2495364902,470386.0683105881,155063.2495364901,470386.0683105881,
I-WALL,LINE,0.29,0.0,1,,,,155063.2495364901,470283.0683105881,155356.2495364901,470283.0683105881,
I-WALL,LINE,0.24,0.0,1,,,,153728.2495364901,470386.0683105881,153488.24953559,470386.0683105881,
I-WALL,LINE,0.24,0.0,1,,,,153488.24953559,470283.0683105881,153728.2495364901,470283.0683105881,
I-WALL,LINE,0.2,0.0,1,,,,155103.3214776831,471378.0683105881,155103.3214776831,471578.0683105877,
I-WALL,LINE,0.2,0.0,1,,,,155000.3214776831,471578.0683105877,155000.3214776831,471378.0683105877,
I-WALL,LINE,0.95,0.0,1,,,,155103.3214776831,472588.0683105877,155103.3214776831,473539.680606396,
I-WALL,LINE,0.95,0.0,1,,,,155000.3214776831,473539.680606396,155000.3214776831,472588.0683105877,
I-WALL,LINE,1.51,0.0,1,,,,155000.3214776831,471378.0683105877,153488.24953559,471378.0683105877,
I-WALL,LINE,1.62,0.0,1,,,,153488.24953559,471275.0683105877,155103.3214776831,471275.0683105877,
I-WALL,LINE,0.31,0.0,1,,,,153488.24953559,472707.5683105056,153795.8214784647,472707.5683105056,
